交易日期	時間(時/分/秒/毫秒)	臺指選擇權波動率指數
--------	-------------------	--------------------
20251202	09000000			24.60
20251202	09001500			24.59
20251202	09003000			24.57
20251202	09004500			24.54
20251202	09010000			24.51
20251202	09011500			24.52
20251202	09013000			24.51
20251202	09014500			24.50
20251202	09020000			24.46
20251202	09021500			24.49
20251202	09023000			24.43
20251202	09024500			24.44
20251202	09030000			24.40
20251202	09031500			24.40
20251202	09033000			24.39
20251202	09034500			24.41
20251202	09040000			24.40
20251202	09041500			24.41
20251202	09043000			24.41
20251202	09044500			24.43
20251202	09050000			24.41
20251202	09051500			24.42
20251202	09053000			24.43
20251202	09054500			24.44
20251202	09060000			24.44
20251202	09061500			24.43
20251202	09063000			24.40
20251202	09064500			24.37
20251202	09070000			24.38
20251202	09071500			24.37
20251202	09073000			24.38
20251202	09074500			24.40
20251202	09080000			24.39
20251202	09081500			24.41
20251202	09083000			24.41
20251202	09084500			24.44
20251202	09090000			24.44
20251202	09091500			24.44
20251202	09093000			24.42
20251202	09094500			24.41
20251202	09100000			24.40
20251202	09101500			24.41
20251202	09103000			24.43
20251202	09104500			24.43
20251202	09110000			24.43
20251202	09111500			24.42
20251202	09113000			24.41
20251202	09114500			24.42
20251202	09120000			24.42
20251202	09121500			24.40
20251202	09123000			24.40
20251202	09124500			24.41
20251202	09130000			24.41
20251202	09131500			24.39
20251202	09133000			24.40
20251202	09134500			24.41
20251202	09140000			24.40
20251202	09141500			24.43
20251202	09143000			24.41
20251202	09144500			24.41
20251202	09150000			24.39
20251202	09151500			24.39
20251202	09153000			24.39
20251202	09154500			24.39
20251202	09160000			24.39
20251202	09161500			24.37
20251202	09163000			24.36
20251202	09164500			24.37
20251202	09170000			24.37
20251202	09171500			24.36
20251202	09173000			24.43
20251202	09174500			24.41
20251202	09180000			24.41
20251202	09181500			24.40
20251202	09183000			24.41
20251202	09184500			24.40
20251202	09190000			24.37
20251202	09191500			24.38
20251202	09193000			24.41
20251202	09194500			24.41
20251202	09200000			24.41
20251202	09201500			24.44
20251202	09203000			24.41
20251202	09204500			24.41
20251202	09210000			24.42
20251202	09211500			24.41
20251202	09213000			24.41
20251202	09214500			24.39
20251202	09220000			24.39
20251202	09221500			24.40
20251202	09223000			24.41
20251202	09224500			24.43
20251202	09230000			24.42
20251202	09231500			24.43
20251202	09233000			24.43
20251202	09234500			24.45
20251202	09240000			24.43
20251202	09241500			24.43
20251202	09243000			24.43
20251202	09244500			24.42
20251202	09250000			24.43
20251202	09251500			24.42
20251202	09253000			24.42
20251202	09254500			24.42
20251202	09260000			24.42
20251202	09261500			24.43
20251202	09263000			24.42
20251202	09264500			24.40
20251202	09270000			24.50
20251202	09271500			24.52
20251202	09273000			24.51
20251202	09274500			24.52
20251202	09280000			24.52
20251202	09281500			24.52
20251202	09283000			24.54
20251202	09284500			24.55
20251202	09290000			24.55
20251202	09291500			24.54
20251202	09293000			24.56
20251202	09294500			24.56
20251202	09300000			24.56
20251202	09301500			24.58
20251202	09303000			24.56
20251202	09304500			24.57
20251202	09310000			24.58
20251202	09311500			24.61
20251202	09313000			24.65
20251202	09314500			24.65
20251202	09320000			24.63
20251202	09321500			24.62
20251202	09323000			24.64
20251202	09324500			24.62
20251202	09330000			24.62
20251202	09331500			24.58
20251202	09333000			24.59
20251202	09334500			24.61
20251202	09340000			24.60
20251202	09341500			24.60
20251202	09343000			24.61
20251202	09344500			24.62
20251202	09350000			24.63
20251202	09351500			24.59
20251202	09353000			24.58
20251202	09354500			24.58
20251202	09360000			24.58
20251202	09361500			24.56
20251202	09363000			24.61
20251202	09364500			24.57
20251202	09370000			24.57
20251202	09371500			24.57
20251202	09373000			24.58
20251202	09374500			24.56
20251202	09380000			24.58
20251202	09381500			24.58
20251202	09383000			24.58
20251202	09384500			24.59
20251202	09390000			24.58
20251202	09391500			24.57
20251202	09393000			24.57
20251202	09394500			24.57
20251202	09400000			24.60
20251202	09401500			24.58
20251202	09403000			24.59
20251202	09404500			24.58
20251202	09410000			24.60
20251202	09411500			24.62
20251202	09413000			24.61
20251202	09414500			24.58
20251202	09420000			24.59
20251202	09421500			24.60
20251202	09423000			24.63
20251202	09424500			24.64
20251202	09430000			24.61
20251202	09431500			24.61
20251202	09433000			24.62
20251202	09434500			24.63
20251202	09440000			24.60
20251202	09441500			24.58
20251202	09443000			24.59
20251202	09444500			24.60
20251202	09450000			24.59
20251202	09451500			24.58
20251202	09453000			24.58
20251202	09454500			24.55
20251202	09460000			24.55
20251202	09461500			24.54
20251202	09463000			24.54
20251202	09464500			24.54
20251202	09470000			24.52
20251202	09471500			24.55
20251202	09473000			24.55
20251202	09474500			24.54
20251202	09480000			24.56
20251202	09481500			24.56
20251202	09483000			24.58
20251202	09484500			24.59
20251202	09490000			24.60
20251202	09491500			24.63
20251202	09493000			24.63
20251202	09494500			24.63
20251202	09500000			24.63
20251202	09501500			24.63
20251202	09503000			24.61
20251202	09504500			24.59
20251202	09510000			24.58
20251202	09511500			24.58
20251202	09513000			24.57
20251202	09514500			24.58
20251202	09520000			24.57
20251202	09521500			24.54
20251202	09523000			24.56
20251202	09524500			24.56
20251202	09530000			24.56
20251202	09531500			24.56
20251202	09533000			24.59
20251202	09534500			24.59
20251202	09540000			24.58
20251202	09541500			24.56
20251202	09543000			24.57
20251202	09544500			24.57
20251202	09550000			24.57
20251202	09551500			24.57
20251202	09553000			24.59
20251202	09554500			24.59
20251202	09560000			24.60
20251202	09561500			24.60
20251202	09563000			24.59
20251202	09564500			24.59
20251202	09570000			24.59
20251202	09571500			24.57
20251202	09573000			24.58
20251202	09574500			24.58
20251202	09580000			24.55
20251202	09581500			24.57
20251202	09583000			24.57
20251202	09584500			24.57
20251202	09590000			24.58
20251202	09591500			24.59
20251202	09593000			24.59
20251202	09594500			24.59
20251202	10000000			24.60
20251202	10001500			24.60
20251202	10003000			24.59
20251202	10004500			24.59
20251202	10010000			24.59
20251202	10011500			24.59
20251202	10013000			24.60
20251202	10014500			24.61
20251202	10020000			24.62
20251202	10021500			24.67
20251202	10023000			24.65
