交易日期	時間(時/分/秒/毫秒)	臺指選擇權波動率指數
--------	-------------------	--------------------
20251211	08451500			19.46
20251211	08453000			19.78
20251211	08454500			19.86
20251211	08460000			19.66
20251211	08461500			19.85
20251211	08463000			19.82
20251211	08464500			19.78
20251211	08470000			19.75
20251211	08471500			19.78
20251211	08473000			19.75
20251211	08474500			19.74
20251211	08480000			19.74
20251211	08481500			19.73
20251211	08483000			19.73
20251211	08484500			19.70
20251211	08490000			19.72
20251211	08491500			19.75
20251211	08493000			19.74
20251211	08494500			19.68
20251211	08500000			19.65
20251211	08501500			19.68
20251211	08503000			19.77
20251211	08504500			19.77
20251211	08510000			19.78
20251211	08511500			19.83
20251211	08513000			19.80
20251211	08514500			19.77
20251211	08520000			19.75
20251211	08521500			19.75
20251211	08523000			19.76
20251211	08524500			19.76
20251211	08530000			19.76
20251211	08531500			19.76
20251211	08533000			19.75
20251211	08534500			19.73
20251211	08540000			19.72
20251211	08541500			19.71
20251211	08543000			19.72
20251211	08544500			19.72
20251211	08550000			19.71
20251211	08551500			19.71
20251211	08553000			19.73
20251211	08554500			19.72
20251211	08560000			19.72
20251211	08561500			19.71
20251211	08563000			19.70
20251211	08564500			19.69
20251211	08570000			19.69
20251211	08571500			19.69
20251211	08573000			19.68
20251211	08574500			19.68
20251211	08580000			19.68
20251211	08581500			19.68
20251211	08583000			19.69
20251211	08584500			19.69
20251211	08590000			19.69
20251211	08591500			19.70
20251211	08593000			19.68
20251211	08594500			19.69
20251211	09000000			19.68
20251211	09001500			19.69
20251211	09003000			19.68
20251211	09004500			19.69
20251211	09010000			19.69
20251211	09011500			19.69
20251211	09013000			19.69
20251211	09014500			19.70
20251211	09020000			19.72
20251211	09021500			19.71
20251211	09023000			19.73
20251211	09024500			19.71
20251211	09030000			19.70
20251211	09031500			19.69
20251211	09033000			19.67
20251211	09034500			19.70
20251211	09040000			19.71
20251211	09041500			19.72
20251211	09043000			19.73
20251211	09044500			19.73
20251211	09050000			19.73
20251211	09051500			19.72
20251211	09053000			19.73
20251211	09054500			19.73
20251211	09060000			19.75
20251211	09061500			19.75
20251211	09063000			19.73
20251211	09064500			19.72
20251211	09070000			19.74
20251211	09071500			19.75
20251211	09073000			19.73
20251211	09074500			19.72
20251211	09080000			19.71
20251211	09081500			19.72
20251211	09083000			19.73
20251211	09084500			19.75
20251211	09090000			19.75
20251211	09091500			19.74
20251211	09093000			19.72
20251211	09094500			19.71
20251211	09100000			19.71
20251211	09101500			19.70
20251211	09103000			19.70
20251211	09104500			19.70
20251211	09110000			19.70
20251211	09111500			19.70
20251211	09113000			19.70
20251211	09114500			19.73
20251211	09120000			19.72
20251211	09121500			19.73
20251211	09123000			19.72
20251211	09124500			19.71
20251211	09130000			19.72
20251211	09131500			19.71
20251211	09133000			19.72
20251211	09134500			19.73
20251211	09140000			19.72
20251211	09141500			19.72
20251211	09143000			19.73
20251211	09144500			19.73
20251211	09150000			19.74
20251211	09151500			19.74
