Detailed Report:	=HYPERLINK("\\192.168.162.106\vixrpt\alerts\RT\202512\20251210")
(12:04:30)VIX alert is triggered by condition 5 & 6 & 8
condition1: ori_VIX changes >= 2%
condition2: ori_VIX changes <= 0.8% while forward changes >= 0.25%
condition3: ori_VIX changes >= 6% or ori_VIX changes <= 3% while forward changes >= 0.75% between open (09:00:00) today and close of the previous trading day
condition4: ori_VIX did not change for at least 4 times
condition5: using last near sigma
condition6: using last next sigma when next term weight >= 50%
condition7: Index level filtering has been triggered for 4 times in a row (2.5%)
condition8: The number of option series used for sigma calculation decreases for at least 15%

date	time	nearT	nearW	nearForward	nearK0	nearSigma^2	No of nearSeries	nearType	nextT	nextW	nextForward	nextK0	nextSigma^2	No of nextSeries	nextType	ori_vix	vix	ori_vix_change
20251210	120415	0.0193412291	0.3445585317	28383.0000000000	28350	0.0348984110	116	0	0.1152316400	0.6554414683	28411.5000000000	28400	0.0417117449	104	0	20.2877582456	20.29
20251210	120430	0.0193407534	0.3445535714	28384.0000000000	28350	0.0348984110	73	I,B	0.1152311644	0.6554464286	28411.5000000000	28400	0.0417117449	84	I,B	20.2877635538	20.29	0.0000002616
month	time	moneyness	strike	mid	spreadRatio	contrib	contribWeight	time	moneyness	strike	mid	spreadRatio	contrib	contribWeight	contribWeightDiff	contribDiff(%)
202512	120415	   	21000	0.35	0.2857142857	0.0000003175	0.09388866%
202512	120415	   	21400	0.65	1.6923076923	0.0000004259	0.12594388%
202512	120415	   	21600	0.65	1.6923076923	0.0000002090	0.06180387%
202512	120415	   	21700	0.75	1.4666666667	0.0000001593	0.04710697%
202512	120415	   	21800	0.5	1.6000000000	0.0000001052	0.03110894%
202512	120415	   	21900	0.5	1.6000000000	0.0000001043	0.03084279%
202512	120415	   	22000	0.6	1.3333333333	0.0000001240	0.03666833%
202512	120415	   	22100	0.55	1.6363636364	0.0000001126	0.03329721%
202512	120415	   	22200	0.75	1.7333333333	0.0000001522	0.04500741%
202512	120415	   	22300	0.85	1.2941176471	0.0000001710	0.05056681%
202512	120415	   	22400	0.8	1.0000000000	0.0000001595	0.04716611%
202512	120415	   	22500	0.9	1.3333333333	0.0000001778	0.05257765%
202512	120415	   	22600	0.85	1.7647058824	0.0000001665	0.04923610%
202512	120415	   	22700	0.95	0.9473684211	0.0000001844	0.05452935%
202512	120415	   	22800	0.8	1.7500000000	0.0000001539	0.04551013%
202512	120415	   	22900	0.9	0.8888888889	0.0000001717	0.05077381%
202512	120415	   	23000	0.9	0.8888888889	0.0000001702	0.05033024%
202512	120415	   	23100	0.9	1.7777777778	0.0000001687	0.04988667%
202512	120415	   	23200	0.75	1.7333333333	0.0000001394	0.04122230%
202512	120415	   	23300	1.05	1.2380952381	0.0000001935	0.05722033%
202512	120415	   	23400	1.05	1.4285714286	0.0000001918	0.05671762%
202512	120415	   	23500	1.15	1.3043478261	0.0000002083	0.06159688%
