交易日期	時間(時/分/秒/毫秒)	臺指選擇權波動率指數
--------	-------------------	--------------------
20251205	09000000			22.18
20251205	09001500			22.23
20251205	09003000			22.19
20251205	09004500			22.19
20251205	09010000			22.14
20251205	09011500			22.16
20251205	09013000			22.19
20251205	09014500			22.19
20251205	09020000			22.17
20251205	09021500			22.17
20251205	09023000			22.17
20251205	09024500			22.17
20251205	09030000			22.12
20251205	09031500			22.10
20251205	09033000			22.09
20251205	09034500			22.11
20251205	09040000			22.12
20251205	09041500			22.13
20251205	09043000			22.10
20251205	09044500			22.09
20251205	09050000			22.05
20251205	09051500			22.07
20251205	09053000			22.07
20251205	09054500			22.06
20251205	09060000			22.06
20251205	09061500			22.10
20251205	09063000			22.10
20251205	09064500			22.10
20251205	09070000			22.07
20251205	09071500			22.07
20251205	09073000			22.08
20251205	09074500			22.08
20251205	09080000			22.10
20251205	09081500			22.09
20251205	09083000			22.13
20251205	09084500			22.15
20251205	09090000			22.15
20251205	09091500			22.13
20251205	09093000			22.12
20251205	09094500			22.13
20251205	09100000			22.13
20251205	09101500			22.13
20251205	09103000			22.14
20251205	09104500			22.13
20251205	09110000			22.12
20251205	09111500			22.13
20251205	09113000			22.13
20251205	09114500			22.13
20251205	09120000			22.12
20251205	09121500			22.12
20251205	09123000			22.12
20251205	09124500			22.10
20251205	09130000			22.10
20251205	09131500			22.10
20251205	09133000			22.11
20251205	09134500			22.12
20251205	09140000			22.11
20251205	09141500			22.11
20251205	09143000			22.11
20251205	09144500			22.10
20251205	09150000			22.11
20251205	09151500			22.09
20251205	09153000			22.09
20251205	09154500			22.08
20251205	09160000			22.07
20251205	09161500			22.08
20251205	09163000			22.07
20251205	09164500			22.07
20251205	09170000			22.07
20251205	09171500			22.07
20251205	09173000			22.05
20251205	09174500			22.05
20251205	09180000			22.05
20251205	09181500			22.05
20251205	09183000			22.06
20251205	09184500			22.06
20251205	09190000			22.06
20251205	09191500			22.06
20251205	09193000			22.07
20251205	09194500			22.07
20251205	09200000			22.07
20251205	09201500			22.07
20251205	09203000			22.08
20251205	09204500			22.10
20251205	09210000			22.10
20251205	09211500			22.10
20251205	09213000			22.12
20251205	09214500			22.12
20251205	09220000			22.12
20251205	09221500			22.11
20251205	09223000			22.12
20251205	09224500			22.12
20251205	09230000			22.13
20251205	09231500			22.12
20251205	09233000			22.10
20251205	09234500			22.11
20251205	09240000			22.10
20251205	09241500			22.10
20251205	09243000			22.10
20251205	09244500			22.10
20251205	09250000			22.10
20251205	09251500			22.12
20251205	09253000			22.12
20251205	09254500			22.12
20251205	09260000			22.13
20251205	09261500			22.14
20251205	09263000			22.16
20251205	09264500			22.16
20251205	09270000			22.14
20251205	09271500			22.13
20251205	09273000			22.13
20251205	09274500			22.11
20251205	09280000			22.12
20251205	09281500			22.11
20251205	09283000			22.10
20251205	09284500			22.10
20251205	09290000			22.11
20251205	09291500			22.11
20251205	09293000			22.12
20251205	09294500			22.11
20251205	09300000			22.11
20251205	09301500			22.11
20251205	09303000			22.11
20251205	09304500			22.12
20251205	09310000			22.11
20251205	09311500			22.09
20251205	09313000			22.10
20251205	09314500			22.10
20251205	09320000			22.09
20251205	09321500			22.09
20251205	09323000			22.09
20251205	09324500			22.09
20251205	09330000			22.09
20251205	09331500			22.11
20251205	09333000			22.13
20251205	09334500			22.14
20251205	09340000			22.15
20251205	09341500			22.18
20251205	09343000			22.19
20251205	09344500			22.18
20251205	09350000			22.21
20251205	09351500			22.22
20251205	09353000			22.21
20251205	09354500			22.17
20251205	09360000			22.11
20251205	09361500			22.11
20251205	09363000			22.11
20251205	09364500			22.11
20251205	09370000			22.12
20251205	09371500			22.15
20251205	09373000			22.16
20251205	09374500			22.15
20251205	09380000			22.15
20251205	09381500			22.12
20251205	09383000			22.13
20251205	09384500			22.13
20251205	09390000			22.14
20251205	09391500			22.14
20251205	09393000			22.12
20251205	09394500			22.13
20251205	09400000			22.12
20251205	09401500			22.12
20251205	09403000			22.12
20251205	09404500			22.11
20251205	09410000			22.09
20251205	09411500			22.10
20251205	09413000			22.09
20251205	09414500			22.11
20251205	09420000			22.09
20251205	09421500			22.10
20251205	09423000			22.10
20251205	09424500			22.15
20251205	09430000			22.16
20251205	09431500			22.16
20251205	09433000			22.15
20251205	09434500			22.16
20251205	09440000			22.16
20251205	09441500			22.09
20251205	09443000			22.09
20251205	09444500			22.08
20251205	09450000			22.07
20251205	09451500			22.08
20251205	09453000			22.08
20251205	09454500			22.06
20251205	09460000			22.07
20251205	09461500			22.07
20251205	09463000			22.07
20251205	09464500			22.06
20251205	09470000			22.06
20251205	09471500			22.07
20251205	09473000			22.06
20251205	09474500			22.08
20251205	09480000			22.07
20251205	09481500			22.07
20251205	09483000			22.07
20251205	09484500			22.07
20251205	09490000			22.07
20251205	09491500			22.07
20251205	09493000			22.06
20251205	09494500			22.06
20251205	09500000			22.09
20251205	09501500			22.08
20251205	09503000			22.09
20251205	09504500			22.07
20251205	09510000			22.00
20251205	09511500			21.97
20251205	09513000			21.96
20251205	09514500			21.96
20251205	09520000			21.95
20251205	09521500			21.94
20251205	09523000			21.93
20251205	09524500			21.93
20251205	09530000			21.92
20251205	09531500			21.92
20251205	09533000			21.92
20251205	09534500			21.92
20251205	09540000			21.91
20251205	09541500			21.93
20251205	09543000			21.93
20251205	09544500			21.92
20251205	09550000			21.92
20251205	09551500			21.91
20251205	09553000			21.91
20251205	09554500			21.90
20251205	09560000			21.86
20251205	09561500			21.84
20251205	09563000			21.84
20251205	09564500			21.84
20251205	09570000			21.84
20251205	09571500			21.84
20251205	09573000			21.84
20251205	09574500			21.82
20251205	09580000			21.82
20251205	09581500			21.81
20251205	09583000			21.82
20251205	09584500			21.80
